RD
-156.2308, 81.06882, 153.5843, -150.7998, -21.81229, 189.4754, 45 | 0.01616722, 0.831656, 0.3863913 | 1
-156.1814, 80.97826, 153.6235, -150.7115, -21.75398, 189.6286, 45 | 0.01605445, 0.8330292, 0.3861204 | 1
-156.2138, 80.94006, 153.6658, -150.681, -21.68205, 189.6257, 45 | 0.01608393, 0.8332858, 0.3861438 | 1
-156.2117, 80.91777, 153.7093, -150.6367, -21.60974, 189.5888, 45 | 0.01598033, 0.8335969, 0.3860886 | 1
-156.1706, 80.87979, 153.8183, -150.5141, -21.40779, 189.5103, 45 | 0.01566792, 0.8347001, 0.3857189 | 1
-156.153, 80.86316, 153.8645, -150.4736, -21.30045, 189.5389, 45 | 0.0155628, 0.8354073, 0.3854263 | 1
-156.1515, 80.79682, 153.9388, -150.4341, -21.20002, 189.7797, 45 | 0.01538143, 0.8370465, 0.3847724 | 1
-156.1633, 80.77053, 153.9734, -150.4148, -21.15995, 189.8155, 45 | 0.0152972, 0.8374203, 0.3846613 | 1
-156.0866, 80.77367, 154.052, -150.301, -21.02743, 189.6213, 45 | 0.01484054, 0.837893, 0.3844707 | 1
-156.0124, 80.79713, 154.0749, -150.2515, -21.00978, 189.5535, 45 | 0.01450217, 0.8382539, 0.3842052 | 1
-155.9069, 80.82787, 154.075, -150.2232, -21.04247, 189.5847, 45 | 0.01408526, 0.8388727, 0.3837552 | 1
-155.8527, 80.79203, 154.0924, -150.2086, -21.06867, 189.8338, 45 | 0.01380703, 0.8402007, 0.3831465 | 1
-155.9081, 80.7403, 154.1202, -150.2018, -21.02215, 189.9192, 45 | 0.01396984, 0.8405504, 0.3831542 | 1
-156.0318, 80.66545, 154.2453, -150.1517, -20.68422, 189.8614, 45 | 0.0142225, 0.8409669, 0.3832495 | 1
-156.0414, 80.65732, 154.2963, -150.1152, -20.53603, 189.7563, 45 | 0.01415354, 0.8409997, 0.3832985 | 1
-156.0181, 80.68532, 154.333, -150.0915, -20.36905, 189.6282, 45 | 0.01403582, 0.840966, 0.3832443 | 1
