179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
179.9999, 114.099, 180, -113.2387, 5.499163E-05, 89.1397, 45 | null | 0
139.7077, 64.77332, -125.1198, -124.0278, 5.666784, 236.3024, 45 | null | 0
138.7821, 65.72617, -124.7098, -124.0039, 7.393551, 236.7296, 45 | null | 0
139.4348, 68.39416, -125.5071, -125.1955, 6.735189, 232.4268, 45 | null | 0
140.1696, 68.03236, -125.3302, -125.4983, 6.630723, 232.2138, 45 | null | 0
139.3149, 69.03204, -125.2893, -125.574, 7.478822, 232.6883, 45 | null | 0
140.3997, 68.47918, -126.0559, -125.9597, 5.341614, 232.2786, 45 | null | 0
143.4093, 67.55755, -127.2725, -126.6479, 2.686471, 229.1945, 45 | null | 0
145.3736, 67.9237, -128.1026, -127.145, 2.478047, 226.2571, 45 | null | 0
144.5993, 69.66454, -127.7536, -127.3053, 7.322486, 228.4481, 45 | null | 0
145.3943, 68.1209, -127.5516, -127.2783, 7.105469, 231.8192, 45 | null | 0
147.7175, 65.03027, -129.2414, -127.698, 0.1338184, 237.71, 45 | null | 0
149.4734, 62.62611, -130.7907, -127.8038, -6.243257, 240.944, 45 | null | 0
162.4013, 55.7243, -135.5369, -129.8933, -18.82967, 235.5329, 45 | null | 0
178.3917, 50.47355, -141.3649, -131.796, -24.32257, 222.3221, 45 | null | 0
-168.2129, 46.74841, -147.5983, -132.2993, -28.69513, 212.1463, 45 | null | 0
-151.0063, 43.28924, -157.095, -133.4373, -33.92079, 203.4978, 45 | null | 0
-149.4086, 43.83372, -158.3429, -134.2214, -36.34479, 202.9752, 45 | null | 0
-139.2244, 43.94058, -164.1998, -134.7878, -40.91405, 195.0941, 45 | null | 0
-134.6663, 44.01748, -166.5032, -135.0494, -41.25372, 191.6815, 45 | null | 0
-135.091, 44.89803, -166.0847, -136.2705, -40.93767, 193.1135, 45 | null | 0
-138.646, 45.88357, -164.0439, -136.9607, -40.78254, 195.6333, 45 | null | 0
-140.9921, 46.76886, -162.6007, -137.4018, -40.47948, 196.7615, 45 | null | 0
-143.8365, 47.94088, -160.9276, -138.1154, -40.08047, 198.6062, 45 | null | 0
-146.8451, 49.16455, -159.0625, -138.3802, -40.01735, 199.4142, 45 | null | 0
-142.8595, 48.79422, -161.3579, -138.1087, -43.75345, 196.5913, 45 | null | 0
-134.5252, 47.18179, -166.2162, -137.7176, -45.90424, 192.6965, 45 | null | 0
-136.0794, 47.19287, -165.511, -138.4048, -45.50485, 195.83, 45 | null | 0
-138.1612, 47.30986, -164.5341, -138.7657, -45.40596, 198.3305, 45 | null | 0
-139.5668, 47.49259, -163.4575, -139.5776, -42.93916, 199.8496, 45 | null | 0
-139.7884, 47.59653, -163.2882, -139.6454, -43.13159, 199.6669, 45 | null | 0
-139.3079, 47.50981, -163.6189, -139.4845, -44.21618, 198.9791, 45 | null | 0
-147.2657, 48.88166, -159.9139, -139.2222, -46.61088, 204.3545, 45 | null | 0
-146.9949, 48.92583, -159.9476, -139.2866, -45.84336, 204.0266, 45 | null | 0
-146.4285, 49.15037, -159.7382, -139.3845, -43.91269, 202.3377, 45 | null | 0
-146.9735, 49.2908, -159.4062, -139.4124, -43.77723, 202.6212, 45 | null | 0
-147.8781, 49.53881, -158.9886, -139.4191, -44.3173, 203.2202, 45 | null | 0
-149.1409, 49.99163, -158.5499, -139.357, -46.05246, 203.8202, 45 | null | 0
-154.1703, 52.07607, -155.9213, -139.4292, -47.2607, 205.1875, 45 | null | 0
-158.5215, 53.47092, -154.0884, -139.5565, -47.69345, 208.3654, 45 | null | 0
-150.5527, 50.4633, -157.4775, -139.6452, -44.83277, 204.4379, 45 | null | 0
